País,Região,Área do Governo Emissor,Título,Tipo,Data,OSS Específico?,Custo,Soberania,Apoio à Indústria Nacional,Modernização,Transparência,Segurança,Ação,Termo,Status,Comentários,Fonte
Israel,Oriente Médio,Ministry,Israeli ministry to back open source start-ups,Apoio,2005,Sim,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,"The Ministry of Industry, Trade and Labor has paired with IBM to encourage the use and development of OSS.  As part of the plan, the Ministry offers grants of up to $100,000 for Israeli start-ups.",https://web.archive.org/web/20050719082100/http://www.itweb.co.za/sections/business/2005/0504250756.asp?S=Reuters&A=REU&O=FRGN
Israel,Oriente Médio,Agency,Policy for publishing software code owned by the government for public use,Directives & Regulation,2018,Sim,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Repositório,OSS,Approved,"The Government ICT Authority under the National Digital Affairs Directorate encourages government ministries to release software code owned by the state under an open use license, for public use in all places where it meets the criteria detailed in this directive.",https://www.gov.il/en/departments/publications/reports/github
Israel,Oriente Médio,Legislativo,Mandatory Tenders Law,Projeto de Lei,2003,Não,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - obrigatório,OSS,Falhou,An amendment to the Mandatory Tenders Law would require government agencies and institutions to only purchase software based on open-source code.,https://web.archive.org/web/20021208093459/http://www.linuxtoday.com/news_story.php3?ltsn=2002-10-17-013-26-NW-LL-PB
Israel,Oriente Médio,Agency,Israel Action Plan 2017-2019,Strategy,2018,Não,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Repositório,OSS,Approved,"The Government ICT Authority under the National Digital Affairs Directorate made a preliminary commitment make open source code used by government ministries publicly accessible. This was finalized with approval from other departments and ministries in the ""Policy for publishing software code owned by the government for public use.""",https://www.opengovpartnership.org/wp-content/uploads/2018/01/Israel_Action-Plan_2017-2019_EN.pdf
Italy,Europa,Legislativo,Mandated Preference of OSS in Public Administrations,Projeto de Lei,2003,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - obrigatório,Both,Falhou,Projeto de Lei mandates preference for FOSS in government agencies.  Other bills to encourage OSS are pending as well.,http://www.unctad.org/en/docs/ecdr2003ch4_en.pdf
Italy,Europa,Legislativo,OSS in National Education Amendment,Projeto de Lei,2002,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Falhou,A Senate Committee for Education and Culture held hearings about an OSS amendment to reform the national education system to increase the use of OSS.,"International Trade Administration, U.S. Department of Commerce, ""Europaan OSS Policy Initiatives"""
Italy,Europa,Ministry,Government Guidelines 2002-2005,Apoio,2002,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,The Minister for Innovation presented a set of Government Guidelines for 2002-2005 to promote technological development.  The document called for the adoption of open source software by public administrations…The guidelines also recommended that the government launch a national research program on open source.,"International Trade Administration, U.S. Department of Commerce, ""Europaan OSS Policy Initiatives"""
Italy,Europa,Ministry,Endorsement of Recommendation for OSS Use,Apoio,2001,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,The Council of Ministers endorsed a recommendation by the Senate that urged the administration to draft regulations for the examination of open source projects and for the progressive adoption of non-proprietary operating systems and applications by public administrations. Neither the recommendation nor the endorsement was binding on the Berlusconi government that came to power in June 2001.,"International Trade Administration, U.S. Department of Commerce, ""Europaan OSS Policy Initiatives"""
Italy,Europa,Agency,The Three Year Plan,Strategy,2017,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Como Usar,OSS,Approved,Guidelines published by the Agency for Digital Italy which outlines the process for acquisition and reuse of OSS and standards for public admin.,https://www.agid.gov.it/en/node/1746/piano-triennale
Italy,Europa,Agency,Plan for Information Society 2005-2007,Strategy,2005,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,The Plan for Information Society for 2005-2007 calls for extensive use of open source applications where possible.,http://europa.eu.int/idabc/en/document/3339/502
Italy,Europa,Legislativo,Budget Law,Projeto de Lei,2007,Sim,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"The Italian budget law encourages public administrations to use Open source software. The government in December introduced a provision (art.1, c. 897) that will favor projects using this type of software. During the coming three years, a total of 30 million euro is available for projects that stimulate the information society. Those using or developing free software will be given priority.",http://www.osor.eu/news/it-support-for-public-administrations-using-open/?searchterm=Nãone
Italy,Europa,Agency,Guidelines on the acquisition and reuse of software for public administrations,Other,2019,Sim,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Provide instructions on the reuse of OSS solutions and standards. Key requirements: public administrations need to carry out a comparative assessment which will favor OSS solutions prior to purchasing new software; development of new software and purchase of proprietary software licenses must be justified; relevant source could should be made available in full and released in a public repository under an open license, free of charge for other public administrations or legal entities. Technical Attachments have been developed with the guidelines; it is no longer possible to reuse a software solution if it does not have a free and open source license attached.",https://docs.italia.it/media/pdf/gl-acquisition-and-reuse-software-for-pa-docs/stabile/gl-acquisition-and-reuse-software-for-pa-docs.pdf
Italy,Europa,Executivo,Triennial Informatic Plan for Public Administration 2017-2019,Strategy,2017,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,Prioritized favoring the widespread adoption of OSS and facilitating the creation of communities of applications and software components that can be reused by public administrations.,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_IT_0.pdf
Italy,Europa,Legislativo,Code of Digital Administration,Projeto de Lei,2006,Não,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Aquisição - obrigatório,OSS,Approved,"The Italian Code of Digital Administration, which became effective on January 1, 2006, requires that any software developed by one public administration must be made available at no cost, with complete source code and documentation, to any other public administration that can adapt it to its own needs.",http://web.archive.org/web/20110717093504/http:/www.iosn.net/government/news/italian-provicinces-seek-FOSS-partners
Italy,Europa,Legislativo,Code of Digital Administration (Codice Amministrazione Digitale),Projeto de Lei,2013,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - obrigatório,Both,Approved,"Mandates the use of free and OSS solutions by Italy's public administrations, as stipulated in Article 68. ",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_IT_0.pdf
Italy,Europa,Ministry,Directive on Acquisition of Software,Apoio,2004,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - obrigatório,OSS,Approved,"A directive from the ministry stating that in the acquisition of software, the Public Administration must consider OSS and judge software according to transferability, interoperability, dependency on supplier, and the availability of the source code for inspection.",http://www.governo.it/governoinforma/newsletter/nwl_notizia.asp?idnn=834idnwl=148
Italy,Europa,Ministry,Open Source in Schools Pilot Programs,Apoio,2009,Sim,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Aquisição - obrigatório,OSS,Approved,"The Italian government wants to increase the use of open source in schools. The Italian Ministry of Public Administration and Innovation, Renato Brunetta earlier this week announced two pilot projects in school in Rome.",http://www.osor.eu/news/it-italian-government-to-increase-use-of-open-source-in-schools
Jamaica,América Central e Caribe,Ministry,Action plan for the Adoption and Migration of Government Platforms to Open Source Software,Apoio,2018,Sim,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,Software Livre / Código Aberto,Proposed,"Minister of Science, Energy and Technology  outlined the Government of Jamaica’s intention to pursue greater use of Open Source Software as part of its thrust to transform ICT within government while at the same time reducing the attendant costs associated with the use of proprietary software.",https://us13.campaign-archive.com/?u=d76cb173cb0576fdcb4a7bc53&id=a24dc1c6ad
Jamaica,América Central e Caribe,Executivo,Vision 2030: ICT Sector Plan 2009-2030,Strategy,2009,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,Software Livre / Código Aberto,Approved,Goal 2.1.2 seeks to promote greater use of OSS.,https://www.mset.gov.jm/wp-content/uploads/2019/09/ICT-Sector-Plan-Complete.pdf
Jamaica,América Central e Caribe,Ministry,Operational Plan 2016 - 2017,Strategy,2016,Não,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Aquisição - consultivo,Software Livre / Código Aberto,Approved,"The ministry of Science, Energy and Technology is mandated to promote the use of free and open source software by government agencies.",https://www.mset.gov.jm/wp-content/uploads/2019/06/MSET-Operational-Plan-2016-2017.pdf
Japan,Ásia,Ministry,OS selection in e-government / e-government,Apoio,2004,Não,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Aquisição - consultivo,OSS,Approved,The Ministry of Internal Affairs and Communications released an e-government system and presented Linux as a possible operating system when using the system.,http://www.soumu.go.jp/main_sosiki/joho_tsusin/policyreports/chousa/s_os/pdf/040324_2_s3.pdf
Japan,Ásia,Ministry,"Collection of Use Case Examples
Regarding Management Methods for Utilizing Open Source Software and Ensuring Its Security",Other,2022,Sim,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Como Usar,OSS,Approved,"METI published a case study of OSS usage, exploring OSS management and security methods. This was last updated in May 2022.",https://www.meti.go.jp/press/2022/05/20220510001/20220510001-1-2.pdf
Japan,Ásia,Ministry,Open Source Software Usage Survey / Introduction Guidelines,Other,2003,Sim,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,Como Usar,OSS,Approved,"The Ministry of Economy, Trade and Industry issued guidelines for OSS introduction, including a summary of the relationship between open source and patents, copyright law, and jurisdiction. The document also identifies measures to mitigate security issues with OSS and includes case studies of various organizations using OSS. ",https://mag.osdn.jp/03/08/17/101224
Japan,Ásia,Ministry,IT Policy Package 2005,Strategy,2005,Não,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,The package includes the promotion of open source software in the electronic government and the development of IT human resources utilizing software. The policy also notes using OSS to bridge the digital divide in Ásia.,https://web.archive.org/web/20050301052728/http://www.kantei.go.jp/jp/singi/it2/kettei/050224/050224pac.html
Japan,Ásia,Ministry,Japan OSS Promotion Forum,Apoio,2003,Sim,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,"The forum was established by the Ministry of Economy, Trade and Industry to discuss challenges presented by the implementation of OSS, finding solutions for those challenges, and inspecting various OSS projects. ",https://workinjapan.today/hightech/the-history-of-oss-in-japan/
Japan,Ásia,Ministry,Accelerating Japan's adoption of GNU/Linux and other Open Source applications,Apoio,2008,Sim,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,"The Information Technology Promotion Agency, a Japanese government research institute, is working with the Linux Foundation to accelerate Japan's adoption of GNU/Linux and other Open Source applications. Japan expects increased awareness on Open Source's legal usefulness, and want to strengthen its position in the area of
standardisation.",https://web.archive.org/web/20091225163237/http://www.osor.eu/news/japan-to-increase-involvement-in-open-source
Japan,Ásia,Ministry,Open Source Software Center,Apoio,2006,Sim,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,"The Information Technology Promotion Agency, an organization affiliated to the Ministry of Economy, Trade and Industry, established the open source software promotion organization, or also known as the ""OSS Center"". The center works with large domestic IT venders to provide technology and information on OSS security. ",https://ir.lib.shimane-u.ac.jp/files/public/0/7018/20170425013708557716/a015002001.pdf
Japan,Ásia,Ministry,Open Source Software Utilization Infrastructure Development Project,Apoio,2003,Sim,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,"The Ministry of Economy, Trade and Industry created a project to develop infrastructure to expand the scope of open source software utilization by working with companies in the private sector. ",https://www.ipa.go.jp/security/fy14/reports/oss_security/partA.pdf
Jordan,Oriente Médio,Ministry,Jordan Tech Neutrality,Other,2002,Sim,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Neutralidade Tecnológica,OSS,Approved,Jordan's Ministry of Information and Communications Technology is officially neutral toward Open Source.,https://web.archive.org/web/20091031071216/http://www.linux.com/archive/feature/27045
Jordan,Oriente Médio,Ministry,Open Source Software Workshop,Apoio,2002,Sim,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Cooperação,OSS,Approved,The Ministry of Information and Communications Technology crated the Open Source Software (OSS) workshop to expose the local market to potential and options of OSS in the Jordanian context.,https://web.archive.org/web/20060330231334/http://www.intaj.net/calendar/event.cfm?id=232
Jordan,Oriente Médio,Ministry,MoU Between Ingres/the Ministry of Information and Communications Technology of Jordan (MOICT),Apoio,2010,Sim,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Aquisição - consultivo,OSS,Approved,"The Ministry of Information and Communications Technology partnered with Ingres to increase the use of open source software in university systems. Additionally, they will create an open source laboratory and trainings for OSS. Under the MOU, the Jordanian government will make open source software an alternative in government software purchasing decisions. ",https://www.itp.net/news/578825-jordan-information-ministry-signs-deal-on-open-source
Kazakhstan ,Ásia,Legislativo,Law On Informatization,Projeto de Lei,2015,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - obrigatório,Software Livre / Código Aberto,Approved,The law gives priority to OSS in the information systems of a state bodies.,http://bit.ly/3GSNvlR
Kenya,África,Ministry,National ICT Policy,Directives & Regulation,2019,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"The Government of Kenya encourages the use of and already uses open
source software and systems for many purposes, this policy formalizes the position of the government on open source software. Where an open source alternative exists to proprietary software, the government shall choose the open source solution.",https://www.ict.go.ke/wp-content/uploads/2019/12/NATIONAL-ICT-POLICY-2019.pdf
Kyrgyzstan ,Ásia,Executivo," On amendments to the Decree of the Government of the Kyrgyz Republic ""On approval of the Requirements for the protection of information contained in the databases of state information systems"" dated Nãovember 21, 2017 Não. 762",Directives & Regulation,2022,Não,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Revokes section 80 from ""Requirements for the protection of information contained in databases of state information systems"", making OSS no longer the requirement of state systems. ",http://cbd.minjust.gov.kg/act/view/ru-ru/158956?cl=ru-ru
Kyrgyzstan ,Ásia,Ministry,On approval of the Requirements for the protection of information contained in databases of state information systems,Directives & Regulation,2017,Não,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Aquisição - obrigatório,OSS,Replaced,"Directs that the software of state bodies, local governments, organizations uses open source code. This was declared invalid by a 2022 resolution. ",http://cbd.minjust.gov.kg/act/view/ru-ru/11511
Kyrgyzstan ,Ásia,Agency,"On approval of the Regulations 
""On the requirements for ensuring information security in commercial banks of the Kyrgyz Republic"" ",Directives & Regulation,2021,Não,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Como Usar,OSS,Approved,"The National Bank  of the Kyrgyz Republic created regulations that state banks must only use licensed software, but open source software is allowed if there is a complete set of documentation approved by the top management.",https://www.nbkr.kg/contout.jsp?item=2145&lang=RUS&material=106193
Laos,Ásia,Executivo,Open source laboratory,Apoio,2002,Sim,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,The Information Technology Center of the Science Technology and Environment Agency established the open source laboratory and R&D division for software development.,https://digital-review.org/uploads/files/pdf/2003-2004/150_156_Laos_Final_May.pdf
Laos,Ásia,Ministry,National ICT Policy,Strategy,2007,Não,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Treinamento,Software Livre / Código Aberto,Approved,"Lao‘s national ICT policy released by the Ministry of Communication, Transport, Post and Construction states that the government will promote the integration and teaching of free and open source software in its computer science/engineering curricula.",https://digital-review.org/uploads/files/pdf/2007-2008/2007_C13_la_Lao_PDR_188_195.pdf
Laos,Ásia,Ministry,"8th Five-Year National Socioeconomic Development Plan
(2016–2020)",Strategy,2016,Não,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Aquisição - consultivo,OSS,Approved,Outlines an objective to create policies that promote the development and application of open source software.,https://laopdr.un.org/sites/default/files/2019-08/2016_8th%20NSEDP_2016-2020_English.pdf
Latvia,Europa,Agency,Latvian IT procurement guide to remove barriers to open technology,Apoio,2012,Sim,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,Initiative that advocated for IT solution procurement processes that do not prevent bidders from suggesting OSS solutions.,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_LV.pdf
Latvia,Europa,Executivo,Regulation Não. 402,Directives & Regulation,2017,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - obrigatório,OSS,Approved,"Set by the Cabinet of Ministers. Ensures that software for digital public services should be licensed as open software; however, does not limit vendors from using proprietary software for building plug-ins and add-ons",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_LV.pdf
Latvia,Europa,Executivo,Open Government Partnership National Action Plan 2017-2019,Strategy,2017,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Repositório,OSS,Approved,Set by the Cabinet of Ministers. References the development of an open source public data portal created using open source technology.,https://www.mk.gov.lv/en/article/government-approves-latvias-third-national-action-plan-open-government-partnership
Lithuania,Europa,Executivo,17th Government Programme of the Republic of Lithuania,Strategy,2016,Não,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Set objectives related to the use of OSS in the administration. Government ""committed to conduct and in-depth risk analysis and cost-benefit analysis, and evaluate the feasibility of establishing an OSS-reliant service infrastructure."" Also lays out the goal of working to educate the general public about the benefits of OSS.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_LT.pdf
Lithuania,Europa,Executivo,Resolution on the Approval of the Information Society Development Programme 'Digital Agenda of the Republic of Lithuania',Strategy,2014,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Briefly highlights the need for increased use of OSS in regards to scientific research, innovation, and creation of new services.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_LT.pdf
Lithuania,Europa,Agency,Information Technology Strategy 2015-2020,Strategy,2015,Não,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,"Recognized the growth of OSS as ""a welcome societal trend"" and detailed the progress of the use of OSS in public administrations.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_LT.pdf
Luxembourg,Europa,Legislativo,"I-2019-O-M-5607-01 Motion de Monsieur Sven Clement, Député: Promotion de logiciels libres et
ouverts dans les administrations publiques",Projeto de Lei,2019,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,Both,Falhou,"Motion to promote OSS in public administrations, proposed by parliament member Sven Clement, under which the government would actively support and strengthen free and OSS in public administrations and publish all newly developed, state-funded, logics as open source.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_LU.pdf
Luxembourg,Europa,Executivo,Coalition Agreement of 2018-2023,Strategy,2018,Não,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Government digitalization section includes promotion of OSS, open standards, and open data.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_LU.pdf
Luxembourg,Europa,Executivo,National Interoperability Framework (NIF),Strategy,2019,Não,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"Open source software considered to reduce development costs, avoid a lock-in effect, and allow efficient adaptation to needs within public sector organizations.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_LU.pdf
Luxembourg,Europa,Legislativo,I-2018-O-A-5469-01 Annexe Motion: Installation de logiciels et de systèmes d'exploitation OpenSource dans l'administration étatique jusqu'en 2027,Projeto de Lei,2019,Sim,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aquisição - obrigatório,OSS,Falhou,"Motion to install OSS operating systems and programmes in public administrations' workstations, 50% by 2021 and 100% by 2027.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_LU.pdf
Macedonia,Europa,Ministry,National Free Software Policy,Directives & Regulation,2011,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),Both,Falhou,Recommends to regulate OSS in the same legal frameworks as a public good.,https://joinup.ec.europa.eu/sites/default/files/inline-files/OSOR_Country%20report_Nãorth%20Macedonia.pdf
Macedonia,Europa,Ministry,Computer for Every Child Initiative,Apoio,2007,Sim,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"National Program for Development of Education -- framework for the government to install GNU/Linux on all 180,000 of its school computer workstations.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSOR_Country%20report_Nãorth%20Macedonia.pdf
Malawi,África,Executivo,National ICT Masterplan,Strategy,2014,Não,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,"E-Government Department (in the Office of the President and Cabinet) will engage in activities that will seek to promote activities that require interoperability with open standards, rather than proprietary standards: the development and execution of a statistical monitor system for the usage of open source in the public as well as in the private sector; the development and promotion of a comprehensive policy to improve the usage of open source software;  	help to enable and coordinate open source software migration and implementation in the public sector for small and medium size organizations; coordination and cooperation within open source projects of public interest; development of strategies to adopt the public and private educational sector to open source requirements; support of business models based on open source software; and inform and advise small and medium size enterprises before and in their implementation of open source software.""",https://info.undp.org/docs/pdc/Documents/MWI/DRAFT%20MASTER%20ICT%20PLAN%20REPORT%203%20V3%2004022014.docx
Malaysia,Ásia,Executivo,Open Source Community Workshop,Apoio,2017,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cooperação,OSS,Approved,"The workshop promotes collaboration between the public sector and the open source community from industry. It provides a space for stakeholders to discuss the process of planning, implementation, training and related support for open source software. This one discussed embracing the digital workspace.",https://www.osdec.gov.my/index.php/latar-belakang-osdec/aktiviti/
Malaysia,Ásia,Executivo,Open Source Community Workshop,Apoio,2018,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cooperação,OSS,Approved,"The workshop promotes collaboration between the public sector and the open source community from industry. It provides a space for stakeholders to discuss the process of planning, implementation, training and related support for open source software. This one discussed creating a digital workplace foundation. ",https://www.osdec.gov.my/index.php/latar-belakang-osdec/aktiviti/
Malaysia,Ásia,Executivo,Open Source Community Workshop,Apoio,2019,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cooperação,OSS,Approved,"The workshop promotes collaboration between the public sector and the open source community from industry. It provides a space for stakeholders to discuss the process of planning, implementation, training and related support for open source software. This one discussed accelerating system development with DevOps and agile methodology.",https://www.osdec.gov.my/index.php/latar-belakang-osdec/aktiviti/
Malaysia,Ásia,Executivo,Open Source Community Workshop,Apoio,2019,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cooperação,OSS,Approved,"The workshop promotes collaboration between the public sector and the open source community from industry. It provides a space for stakeholders to discuss the process of planning, implementation, training and related support for open source software. This one discussed strengthening OSS guidelines.",https://www.osdec.gov.my/index.php/latar-belakang-osdec/aktiviti/
Malaysia,Ásia,Executivo,Open Source Community Workshop,Apoio,2020,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cooperação,OSS,Approved,"The workshop promotes collaboration between the public sector and the open source community from industry. It provides a space for stakeholders to discuss the process of planning, implementation, training and related support for open source software. This one discussed OSDeC 2020 and Beyond.",https://www.osdec.gov.my/index.php/latar-belakang-osdec/aktiviti/
Malaysia,Ásia,Executivo,Open Source Community Workshop,Apoio,2020,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cooperação,OSS,Approved,"The workshop promotes collaboration between the public sector and the open source community from industry. It provides a space for stakeholders to discuss the process of planning, implementation, training and related support for open source software. This one discussed OSDeC as a Catalyst for Capacity Development.",https://www.osdec.gov.my/index.php/latar-belakang-osdec/aktiviti/
Malaysia,Ásia,Executivo,Open Source Software (OSS) Implementation Guidelines,Other,2008,Sim,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Como Usar,OSS,Approved,MAMPU released OSS implementation guidelines to assist and guide stakeholders within the public sector with the utilization and production of OSS. They are intended to provide assistance for the implementation of OSS in the government agencies.,https://www.mampu.gov.my/wp-content/uploads/2021/08/OSS-Implementation-Guideline.pdf
Malaysia,Ásia,Executivo,"Malaysian Government Interoperability Framework for Open Source Software
(MyGIFOSS)",Other,2006,Sim,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Como Usar,OSS,Approved,"The framework contain information on open standards and technical specifications recommended for the adoption of OSS in Malaysia. The document aims to provide a guide for government agencies in the adoption of, and migration to, OSS within their ICT framework.",https://www.unapcict.org/sites/default/files/2019-01/The%20Malaysian%20Government%20Interoperability%20Framework%20for%20Open%20Source%20Software%20-MyGIFOSS.pdf
Malaysia,Ásia,Executivo,Malaysian Public Sector OSS Master Plan,Strategy,2007,Sim,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Aquisição - consultivo,OSS,Approved,The Government of Malaysia has decided to encourage the use of Open Source Software (OSS) in the Malaysian Public Sector.  The Malaysian Administration Modernisation and Management Planning Unit (MAMPU) of the Prime Minister Department is given the responsibility to implement this OSS Initiative. All Government procurements now have a strong preference for OSS.,https://web.archive.org/web/20070220142749/http://opensource.mampu.gov.my/index.php?option=content&task=view&id=16&Itemid=34
Malaysia,Ásia,Executivo,OSS-Platform Investment Program (OSS-PIP),Apoio,2003,Sim,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,Government created a $36 million fund for start-ups developing OSS.,"https://web.archive.org/web/20050411192233/http://software.silicon.com/os/0,39024651,39116677,00.htm"
Malaysia,Ásia,Executivo,Open Source Competency Centre (OSCC),Apoio,2003,Sim,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Pesquisa e Desenvolvimento (P&D),OSS,Approved,"The government set up an OSS Competency Center to serve as the point of reference for support and guidance in the implementation of Open Source Software in the  public sector. It provides resources on various policies, guidelines, recommendations and status of OSS implementation in government agencies.",https://web.archive.org/web/20050303091117/http://opensource.mampu.gov.my/index.php?option=content&task=view&id=12&Itemid=30
Malaysia,Ásia,Ministry,Malaysian Government adopts neutral technology platform policy,Directives & Regulation,2006,Sim,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Neutralidade Tecnológica,OSS,Approved,"In 2006, the Ministry of Science, Technology, and Innovation reversed this position, announcing an official policy of tech-neutrality. Government procurement policies will now be based on merit and not on platform choice. This represents a reversal of the  Malaysian Open Source Software Master Plan.",https://web.archive.org/web/20061126025800/http://www.iosn.net/asean-3/countries/malaysia/news/malaysian-government-adopts-neutral-technology-platform-policy/
Malaysia,Ásia,Executivo,Government to implement Open Source Software (OSS) in its departments and agencies,Apoio,2002,Sim,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Aquisição - obrigatório,OSS,Falhou,The Prime Minister said at a “closed-door” meeting that the Government would implement OSS in its departments and agencies.,https://web.archive.org/web/20030202182915/http://star-techcentral.com/tech/story.asp?file=/2002/8/9/technology/09oss&sec=technology
Malta,Europa,Ministry,White Paper on Open Source Software:  ‘Open Source Vision: Nurturing the Proliferation of Open Source Software’,Other,2010,Sim,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Treinamento,OSS,Approved,"Proposes introducing OSS solutions in schools, libraries, and other public administrations, and providing training sessions for civil servants.",https://joinup.ec.europa.eu/sites/default/files/inline-files/OSS%20Country%20Intelligence%20Report_MT.pdf
